path	name	description	domain	subdomain	tags
skills/implementing-rsa-key-pair-management/SKILL.md	implementing-rsa-key-pair-management	RSA (Rivest-Shamir-Adleman) is the most widely deployed asymmetric cryptographic	cybersecurity	cryptography	 cryptography rsa key-management pki asymmetric-encryption
skills/implementing-runtime-application-self-protection/SKILL.md	implementing-runtime-application-self-protection	Deploy Runtime Application Self-Protection (RASP) agents to detect and	cybersecurity	application-security	 rasp application-security openrasp runtime-protection sqli xss rce devsecops
skills/implementing-runtime-security-with-tetragon/SKILL.md	implementing-runtime-security-with-tetragon	Implement eBPF-based runtime security observability and enforcement in	cybersecurity	container-security	 tetragon ebpf runtime-security kubernetes cilium container-security observability kernel-security cncf
skills/implementing-saml-sso-with-okta/SKILL.md	implementing-saml-sso-with-okta	Implement SAML 2.0 Single Sign-On (SSO) using Okta as the Identity Provider	cybersecurity	identity-access-management	 iam identity access-control authentication saml sso okta
skills/implementing-scim-provisioning-with-okta/SKILL.md	implementing-scim-provisioning-with-okta	Implement automated user provisioning and deprovisioning using SCIM 2.0	cybersecurity	identity-access-management	 scim okta provisioning identity-management automation sso lifecycle-management
skills/implementing-secret-scanning-with-gitleaks/SKILL.md	implementing-secret-scanning-with-gitleaks	'This skill covers implementing Gitleaks for detecting and preventing	cybersecurity	devsecops	 devsecops cicd secret-scanning gitleaks pre-commit secure-sdlc
skills/implementing-secrets-management-with-vault/SKILL.md	implementing-secrets-management-with-vault	'This skill covers deploying HashiCorp Vault for centralized secrets	cybersecurity	cloud-security	 hashicorp-vault secrets-management dynamic-secrets credential-rotation zero-trust
skills/implementing-secrets-scanning-in-ci-cd/SKILL.md	implementing-secrets-scanning-in-ci-cd	Integrate gitleaks and trufflehog into CI/CD pipelines to detect leaked	cybersecurity	devsecops	 secrets-scanning gitleaks trufflehog ci-cd
skills/implementing-security-chaos-engineering/SKILL.md	implementing-security-chaos-engineering	'Implements security chaos engineering experiments that deliberately	cybersecurity	security-operations	 security-chaos-engineering detection-validation resilience-testing control-validation security-operations
skills/implementing-security-information-sharing-with-stix2/SKILL.md	implementing-security-information-sharing-with-stix2	'Create, validate, and share STIX 2.1 threat intelligence objects using	cybersecurity	threat-intelligence	 stix taxii threat-sharing intelligence-exchange
skills/implementing-security-monitoring-with-datadog/SKILL.md	implementing-security-monitoring-with-datadog	'Implements security monitoring using Datadog Cloud SIEM, Cloud Security	cybersecurity	security-operations	 siem security-monitoring datadog cloud-security log-analysis detection-rules CSM workload-protection
skills/implementing-semgrep-for-custom-sast-rules/SKILL.md	implementing-semgrep-for-custom-sast-rules	Write custom Semgrep SAST rules in YAML to detect application-specific	cybersecurity	devsecops	 semgrep sast static-analysis custom-rules devsecops code-security
skills/implementing-siem-correlation-rules-for-apt/SKILL.md	implementing-siem-correlation-rules-for-apt	Write multi-event correlation rules that detect APT lateral movement	cybersecurity	security-operations	 siem correlation-rules apt-detection lateral-movement windows-event-logs security-operations
skills/implementing-siem-use-case-tuning/SKILL.md	implementing-siem-use-case-tuning	Tune SIEM detection rules to reduce false positives by analyzing alert	cybersecurity	security-operations	 siem detection-engineering false-positive-reduction splunk elastic alert-tuning soc
skills/implementing-siem-use-cases-for-detection/SKILL.md	implementing-siem-use-cases-for-detection	'Implements SIEM detection use cases by designing correlation rules,	cybersecurity	soc-operations	 soc siem use-cases detection-engineering mitre-attack splunk elastic sentinel
skills/implementing-sigstore-for-software-signing/SKILL.md	implementing-sigstore-for-software-signing	'Implements Sigstore-based software signing and verification using Cosign	cybersecurity	supply-chain-security	 sigstore cosign rekor fulcio software-signing supply-chain keyless-signing OIDC transparency-log
skills/implementing-soar-automation-with-phantom/SKILL.md	implementing-soar-automation-with-phantom	'Implements Security Orchestration, Automation, and Response (SOAR) workflows	cybersecurity	soc-operations	 soc soar phantom splunk-soar automation playbook orchestration incident-response
skills/implementing-soar-playbook-for-phishing/SKILL.md	implementing-soar-playbook-for-phishing	Automate phishing incident response using Splunk SOAR REST API to create	cybersecurity	security-operations	 soar splunk-phantom phishing incident-response
skills/implementing-soar-playbook-with-palo-alto-xsoar/SKILL.md	implementing-soar-playbook-with-palo-alto-xsoar	Implement automated incident response playbooks in Cortex XSOAR to orchestrate	cybersecurity	soc-operations	 xsoar soar palo-alto playbook automation incident-response orchestration cortex
skills/implementing-stix-taxii-feed-integration/SKILL.md	implementing-stix-taxii-feed-integration	STIX (Structured Threat Information eXpression) and TAXII (Trusted Automated	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix taxii feed-integration oasis
skills/implementing-supply-chain-security-with-in-toto/SKILL.md	implementing-supply-chain-security-with-in-toto	Implement software supply chain integrity verification for container	cybersecurity	container-security	 in-toto supply-chain-security attestation slsa sigstore container-security cncf provenance sbom
skills/implementing-syslog-centralization-with-rsyslog/SKILL.md	implementing-syslog-centralization-with-rsyslog	Configure rsyslog for centralized log collection with TLS encryption,	cybersecurity	security-operations	 syslog rsyslog log-centralization tls-encryption log-management security-operations
skills/implementing-taxii-server-with-opentaxii/SKILL.md	implementing-taxii-server-with-opentaxii	Deploy and configure an OpenTAXII server to share and consume STIX-formatted	cybersecurity	threat-intelligence	 taxii stix opentaxii threat-sharing cti indicator-exchange taxii-server automation
skills/implementing-threat-intelligence-lifecycle-management/SKILL.md	implementing-threat-intelligence-lifecycle-management	Implement a structured threat intelligence lifecycle encompassing planning,	cybersecurity	threat-intelligence	 threat-intelligence lifecycle intelligence-cycle collection analysis dissemination strategic-intelligence cti-program
skills/implementing-threat-modeling-with-mitre-attack/SKILL.md	implementing-threat-modeling-with-mitre-attack	'Implements threat modeling using the MITRE ATT&CK framework to map adversary	cybersecurity	soc-operations	 soc mitre-attack threat-modeling ttp detection-coverage attack-navigator risk-assessment
skills/implementing-ticketing-system-for-incidents/SKILL.md	implementing-ticketing-system-for-incidents	'Implements an integrated incident ticketing system connecting SIEM alerts	cybersecurity	soc-operations	 soc ticketing servicenow jira thehive incident-management sla workflow
skills/implementing-usb-device-control-policy/SKILL.md	implementing-usb-device-control-policy	'Implements USB device control policies to restrict unauthorized removable	cybersecurity	endpoint-security	 endpoint USB-control device-control data-loss-prevention removable-media
skills/implementing-velociraptor-for-ir-collection/SKILL.md	implementing-velociraptor-for-ir-collection	Deploy and configure Velociraptor for scalable endpoint forensic artifact	cybersecurity	incident-response	 velociraptor dfir endpoint-collection vql forensic-artifacts rapid7 threat-hunting incident-response
skills/implementing-vulnerability-management-with-greenbone/SKILL.md	implementing-vulnerability-management-with-greenbone	Deploy and operate Greenbone/OpenVAS vulnerability management using the	cybersecurity	vulnerability-management	 openvas greenbone vulnerability-scanning gmp python-gvm vulnerability-management compliance
skills/implementing-vulnerability-remediation-sla/SKILL.md	implementing-vulnerability-remediation-sla	Vulnerability remediation SLAs define mandatory timeframes for patching	cybersecurity	vulnerability-management	 vulnerability-management cve sla remediation patch-management risk
skills/implementing-vulnerability-sla-breach-alerting/SKILL.md	implementing-vulnerability-sla-breach-alerting	Build automated alerting for vulnerability remediation SLA breaches with	cybersecurity	vulnerability-management	 vulnerability-sla remediation-tracking alerting compliance sla-breach vulnerability-management escalation
skills/implementing-web-application-logging-with-modsecurity/SKILL.md	implementing-web-application-logging-with-modsecurity	'Configure ModSecurity WAF with OWASP Core Rule Set (CRS) for web application	cybersecurity	web-application-security	 modsecurity waf crs owasp web-security audit-logging rule-tuning
skills/implementing-zero-knowledge-proof-for-authentication/SKILL.md	implementing-zero-knowledge-proof-for-authentication	Zero-Knowledge Proofs (ZKPs) allow a prover to demonstrate knowledge	cybersecurity	cryptography	 cryptography zero-knowledge-proof authentication privacy zkp
skills/implementing-zero-standing-privilege-with-cyberark/SKILL.md	implementing-zero-standing-privilege-with-cyberark	Deploy CyberArk Secure Cloud Access to eliminate standing privileges	cybersecurity	identity-access-management	 cyberark zero-standing-privilege jit-access pam cloud-security least-privilege
